input,output
07/02/1998,02/07/1998
09/19/2091,19/09/2091
"July 31, 2052",07/31/2052
07/05/2002,"May 07, 2002"
12/21/2034,21/12/2034
1927-10-14,10/14/1927
1917-11-01,11/01/1917
12/20/1902,"December 20, 1902"
10/31/1953,31/10/1953
25/04/2034,2034-04-25
13/04/1951,1951-04-13
06/01/2063,01/06/2063
10/18/1956,18/10/1956
15/08/1949,1949-08-15
07/08/2068,2068-07-08
1995-06-06,"June 06, 1995"
1941-12-11,12/11/1941
06/29/1957,1957-06-29
12/08/2087,2087-08-12
1955-06-30,06/30/1955
27/12/2037,12/27/2037
09/12/1955,1955-12-09
12/23/1902,23/12/1902
02/29/2096,2096-02-29
"December 13, 1930",12/13/1930
"December 02, 2057",12/02/2057
2047-01-24,"January 24, 2047"
"October 30, 2045",30/10/2045
1902-11-13,"November 13, 1902"
"October 18, 1936",18/10/1936
02/08/2054,"February 08, 2054"
07/02/2082,"February 07, 2082"
"January 20, 2071",01/20/2071
10/03/2008,03/10/2008
"October 23, 1999",1999-10-23
12/10/1989,1989-10-12
2062-04-12,12/04/2062
06/10/1922,10/06/1922
"July 06, 1953",07/06/1953
"September 25, 2098",09/25/2098
08/19/1927,1927-08-19
09/01/1924,01/09/1924
22/06/2063,2063-06-22
1971-10-01,"October 01, 1971"
2059-10-25,10/25/2059
"October 02, 1947",10/02/1947
21/03/1929,1929-03-21
1959-03-06,03/06/1959
2067-05-11,"May 11, 2067"
"August 20, 1975",20/08/1975
29/01/1957,"January 29, 1957"
24/01/1992,"January 24, 1992"
1912-04-06,06/04/1912
2009-12-09,"December 09, 2009"
1952-07-29,29/07/1952
1912-12-05,05/12/1912
"January 05, 1966",05/01/1966
"July 17, 2091",07/17/2091
04/06/2054,06/04/2054
14/06/2082,06/14/2082
2020-04-08,04/08/2020
1953-07-16,16/07/1953
09/16/2079,"September 16, 2079"
"February 02, 2076",2076-02-02
"April 28, 1946",04/28/1946
"August 12, 2041",08/12/2041
04/11/1942,11/04/1942
"March 26, 1944",1944-03-26
"April 12, 1902",1902-04-12
2094-01-27,"January 27, 2094"
31/01/2000,2000-01-31
03/11/2061,2061-11-03
"July 16, 1913",16/07/1913
27/08/2010,2010-08-27
02/27/2099,2099-02-27
28/10/1963,10/28/1963
04/18/2091,"April 18, 2091"
2092-06-19,06/19/2092
"June 21, 2026",2026-06-21
"August 09, 2024",08/09/2024
21/02/2099,02/21/2099
01/30/2004,30/01/2004
05/13/2009,"May 13, 2009"
"June 02, 2009",02/06/2009
"December 13, 2092",12/13/2092
10/26/1927,1927-10-26
"October 07, 2024",10/07/2024
27/12/2036,"December 27, 2036"
1914-06-06,06/06/1914
"September 12, 2015",12/09/2015
24/10/1955,"October 24, 1955"
"October 27, 1983",1983-10-27
2098-12-01,"December 01, 2098"
06/21/2082,2082-06-21
19/09/2062,"September 19, 2062"
12/11/1975,"November 12, 1975"
09/21/2038,21/09/2038
10/12/1968,"October 12, 1968"
"July 20, 2068",20/07/2068
17/12/1925,"December 17, 1925"
2078-04-03,"April 03, 2078"
02/14/2024,14/02/2024
"November 08, 1983",1983-11-08
2002-08-23,23/08/2002
2021-01-30,"January 30, 2021"
"November 06, 2088",2088-11-06
12/08/2069,"December 08, 2069"
01/12/2076,"December 01, 2076"
07/23/2071,"July 23, 2071"
19/09/2085,09/19/2085
03/08/1926,"August 03, 1926"
05/27/1924,1924-05-27
"November 03, 2003",11/03/2003
03/02/1964,"February 03, 1964"
1918-05-06,05/06/1918
"October 13, 1993",1993-10-13
08/26/2043,2043-08-26
07/29/1946,29/07/1946
1995-08-19,19/08/1995
2099-10-26,"October 26, 2099"
17/04/2081,2081-04-17
2021-09-16,"September 16, 2021"
"January 10, 2015",2015-01-10
11/03/2030,"March 11, 2030"
02/04/1959,04/02/1959
19/02/2046,"February 19, 2046"
"April 20, 2087",04/20/2087
20/10/1949,"October 20, 1949"
07/08/2080,2080-08-07
2062-12-19,12/19/2062
2042-01-10,01/10/2042
02/08/2063,2063-02-08
1993-03-17,03/17/1993
1989-08-18,"August 18, 1989"
03/02/2003,"February 03, 2003"
12/01/2071,"January 12, 2071"
07/31/1931,31/07/1931
09/08/1967,"August 09, 1967"
2036-04-09,09/04/2036
"June 19, 2030",06/19/2030
"March 17, 2068",03/17/2068
2067-01-07,07/01/2067
04/03/2025,2025-03-04
"March 23, 2040",2040-03-23
2017-08-27,27/08/2017
"September 04, 1998",04/09/1998
14/05/2009,"May 14, 2009"
2052-10-07,07/10/2052
2027-06-03,06/03/2027
1974-10-27,10/27/1974
08/03/2032,2032-08-03
18/09/1932,1932-09-18
16/02/1928,"February 16, 1928"
06/22/2081,"June 22, 2081"
27/02/1947,02/27/1947
"March 06, 2004",03/06/2004
2081-03-22,22/03/2081
1978-07-10,10/07/1978
2037-01-04,04/01/2037
1998-05-09,09/05/1998
07/05/1975,1975-05-07
28/12/1968,1968-12-28
"October 27, 2002",2002-10-27
07/19/1926,19/07/1926
03/26/2096,26/03/2096
11/06/1999,1999-11-06
1989-07-28,07/28/1989
03/04/1937,"March 04, 1937"
12/06/1979,06/12/1979
"November 21, 1957",1957-11-21
2080-05-21,"May 21, 2080"
08/23/2030,"August 23, 2030"
2053-02-20,20/02/2053
22/02/1943,"February 22, 1943"
1985-08-16,"August 16, 1985"
2013-01-11,"January 11, 2013"
08/09/2031,"August 09, 2031"
16/08/2015,08/16/2015
11/16/2053,16/11/2053
02/11/1917,"November 02, 1917"
2084-09-27,"September 27, 2084"
13/07/2084,07/13/2084
03/13/1936,"March 13, 1936"
24/01/2002,01/24/2002
1998-01-15,01/15/1998
2003-12-28,"December 28, 2003"
11/16/2062,2062-11-16
03/06/2047,06/03/2047
03/19/1972,1972-03-19
"December 23, 2048",12/23/2048
"July 30, 2070",30/07/2070
"July 18, 1998",1998-07-18
"July 30, 2056",30/07/2056
25/07/2048,"July 25, 2048"
"March 15, 1950",15/03/1950
"August 05, 1936",05/08/1936
1913-08-28,"August 28, 1913"
"October 03, 1922",10/03/1922
11/29/1976,29/11/1976
27/11/2061,"November 27, 2061"
"August 10, 2043",08/10/2043
17/02/1963,02/17/1963
06/01/1922,1922-06-01
2091-10-04,10/04/2091
1904-03-15,03/15/1904
1975-01-20,01/20/1975
2054-07-02,07/02/2054
24/09/2005,2005-09-24
02/23/2069,2069-02-23
1952-08-31,31/08/1952
"June 01, 1964",1964-06-01
2097-08-11,"August 11, 2097"
"February 02, 2092",2092-02-02
"July 31, 1986",1986-07-31
2032-04-18,18/04/2032
"May 30, 1920",30/05/1920
04/08/2011,08/04/2011
08/08/2012,08/08/2012
"November 02, 2011",02/11/2011
1932-09-07,"September 07, 1932"
1944-06-11,06/11/1944
1984-08-28,08/28/1984
11/06/2069,"November 06, 2069"
2063-04-11,"April 11, 2063"
10/12/1916,1916-12-10
01/02/1977,02/01/1977
11/16/1977,16/11/1977
2065-01-06,"January 06, 2065"
"April 07, 2023",04/07/2023
10/07/1931,"July 10, 1931"
08/08/1975,1975-08-08
28/08/1963,08/28/1963
"January 10, 1975",01/10/1975
"July 07, 1923",1923-07-07
1933-09-14,14/09/1933
"December 21, 2061",21/12/2061
"June 27, 1909",1909-06-27
1902-11-25,"November 25, 1902"
1905-10-01,01/10/1905
18/09/2093,2093-09-18
"December 24, 2069",24/12/2069
17/12/1906,12/17/1906
23/01/2023,"January 23, 2023"
27/01/2020,01/27/2020
26/02/2055,2055-02-26
01/27/2010,2010-01-27
28/01/2068,"January 28, 2068"
09/29/2006,2006-09-29
02/15/1918,"February 15, 1918"
2098-12-03,03/12/2098
"August 04, 1913",08/04/1913
2068-10-10,10/10/2068
09/06/1901,06/09/1901
04/02/1969,02/04/1969
"February 10, 2097",10/02/2097
"July 25, 1959",25/07/1959
09/22/1910,1910-09-22
"October 29, 2074",2074-10-29
1937-06-26,"June 26, 1937"
02/27/2033,27/02/2033
10/15/1907,"October 15, 1907"
1982-12-26,"December 26, 1982"
1969-01-07,01/07/1969
"January 23, 2076",2076-01-23
01/02/2076,02/01/2076
03/30/1992,1992-03-30
2070-11-27,"November 27, 2070"
08/27/2065,"August 27, 2065"
"February 16, 2061",16/02/2061
1997-10-29,10/29/1997
03/01/1923,"January 03, 1923"
2026-05-19,"May 19, 2026"
"March 13, 2035",13/03/2035
"July 05, 2075",07/05/2075
09/13/1979,13/09/1979
1938-01-07,"January 07, 1938"
"December 06, 2065",06/12/2065
27/02/2025,"February 27, 2025"
"June 14, 2012",06/14/2012
12/22/2063,"December 22, 2063"
07/06/2015,"July 06, 2015"
11/24/2066,24/11/2066
1943-06-25,"June 25, 1943"
"June 20, 2097",20/06/2097
11/05/2079,05/11/2079
31/08/2010,"August 31, 2010"
04/15/1962,"April 15, 1962"
2041-02-22,22/02/2041
"July 09, 1928",07/09/1928
13/10/1987,"October 13, 1987"
1959-02-11,11/02/1959
1967-07-08,08/07/1967
10/09/1980,09/10/1980
03/25/2061,2061-03-25
09/16/1958,16/09/1958
"January 14, 1986",14/01/1986
12/28/2092,2092-12-28
1938-06-19,19/06/1938
"February 25, 2056",2056-02-25
20/04/1936,"April 20, 1936"
04/21/2059,"April 21, 2059"
17/12/1981,"December 17, 1981"
1917-02-12,12/02/1917
2095-04-08,"April 08, 2095"
03/11/1926,1926-03-11
"September 03, 1908",1908-09-03
07/22/1934,1934-07-22
1984-07-17,07/17/1984
1966-04-04,"April 04, 1966"
14/01/1947,1947-01-14
"July 19, 1959",07/19/1959
03/28/2002,"March 28, 2002"
"September 18, 1976",1976-09-18
03/01/1968,01/03/1968
"February 15, 1985",15/02/1985
"February 28, 2017",28/02/2017
"January 02, 2028",02/01/2028
21/10/1934,"October 21, 1934"
1949-09-04,09/04/1949
29/05/1960,"May 29, 1960"
"October 16, 1959",1959-10-16
1925-07-14,14/07/1925
1900-03-24,"March 24, 1900"
01/07/1909,1909-01-07
07/25/2098,"July 25, 2098"
06/04/2059,2059-06-04
"February 15, 1942",02/15/1942
"April 10, 1963",1963-04-10
28/11/1903,11/28/1903
08/10/1962,1962-10-08
1941-10-03,10/03/1941
30/04/1963,1963-04-30
"May 06, 2090",05/06/2090
17/08/2088,"August 17, 2088"
1900-01-08,01/08/1900
23/10/2039,2039-10-23
10/29/1925,"October 29, 1925"
"January 09, 1970",09/01/1970
"April 26, 1950",1950-04-26
"January 21, 1913",1913-01-21
2061-03-25,03/25/2061
2052-06-09,"June 09, 2052"
"November 07, 2008",11/07/2008
"September 08, 1905",1905-09-08
27/01/2052,01/27/2052
10/23/2024,2024-10-23
28/05/2093,"May 28, 2093"
07/07/1955,"July 07, 1955"
11/12/2077,"November 12, 2077"
2061-06-13,06/13/2061
"March 23, 1912",23/03/1912
06/06/1980,06/06/1980
12/03/2004,"December 03, 2004"
31/05/2022,05/31/2022
06/08/1925,"June 08, 1925"
1900-06-19,19/06/1900
02/01/1957,"January 02, 1957"
12/08/1908,08/12/1908
13/05/2025,05/13/2025
07/09/2039,2039-09-07
"January 01, 2038",01/01/2038
04/28/2003,"April 28, 2003"
02/07/2081,2081-07-02
13/09/1914,"September 13, 1914"
05/22/2086,"May 22, 2086"
"August 21, 1968",08/21/1968
03/14/2043,"March 14, 2043"
02/12/1908,12/02/1908
08/26/2070,"August 26, 2070"
14/01/1990,01/14/1990
31/10/1945,10/31/1945
"April 21, 2047",2047-04-21
"October 13, 1983",13/10/1983
10/09/2085,"October 09, 2085"
04/13/1947,1947-04-13
"February 26, 1911",26/02/1911
04/02/1910,1910-02-04
1908-10-22,10/22/1908
"March 14, 2083",14/03/2083
1975-07-24,07/24/1975
"May 18, 1982",05/18/1982
14/04/1919,1919-04-14
2008-02-26,"February 26, 2008"
06/26/2053,"June 26, 2053"
11/02/2068,02/11/2068
"October 22, 1906",22/10/1906
07/29/1997,1997-07-29
18/01/2044,"January 18, 2044"
11/02/1961,1961-11-02
23/09/2053,2053-09-23
27/11/1991,"November 27, 1991"
"December 12, 1943",12/12/1943
2015-03-09,"March 09, 2015"
"May 31, 2073",05/31/2073
03/03/1936,1936-03-03
1961-08-03,"August 03, 1961"
09/08/1995,"August 09, 1995"
"June 11, 1967",1967-06-11
02/17/1909,1909-02-17
2084-10-17,17/10/2084
08/20/2083,2083-08-20
"January 07, 1995",07/01/1995
17/09/1937,1937-09-17
11/30/1910,"November 30, 1910"
06/11/1931,"November 06, 1931"
07/02/2023,02/07/2023
31/08/2010,"August 31, 2010"
2083-05-24,05/24/2083
"August 13, 1950",13/08/1950
1951-04-02,"April 02, 1951"
"May 14, 2088",14/05/2088
10/31/1907,"October 31, 1907"
2061-07-16,16/07/2061
04/11/2074,11/04/2074
"June 14, 2040",14/06/2040
1903-10-27,10/27/1903
30/07/2036,"July 30, 2036"
09/04/1977,"September 04, 1977"
1916-12-17,12/17/1916
2055-06-06,"June 06, 2055"
05/24/1958,24/05/1958
08/27/1980,"August 27, 1980"
20/07/1996,1996-07-20
07/31/1921,1921-07-31
27/03/2073,"March 27, 2073"
12/02/2029,"December 02, 2029"
1956-02-05,"February 05, 1956"
11/11/1982,"November 11, 1982"
10/01/2003,"January 10, 2003"
2051-01-29,"January 29, 2051"
"November 23, 1953",23/11/1953
"November 20, 2035",11/20/2035
11/08/1907,08/11/1907
08/31/1906,"August 31, 1906"
08/09/1929,09/08/1929
1926-10-19,10/19/1926
28/05/1928,05/28/1928
08/01/2050,"August 01, 2050"
04/12/2079,"December 04, 2079"
31/03/2099,03/31/2099
"January 16, 1973",16/01/1973
1978-02-18,"February 18, 1978"
2083-06-10,06/10/2083
05/03/1953,03/05/1953
"November 14, 1904",1904-11-14
"October 16, 2078",10/16/2078
12/22/1980,"December 22, 1980"
1918-05-01,"May 01, 1918"
01/30/1949,1949-01-30
1946-10-06,10/06/1946
19/01/1971,1971-01-19
2091-07-18,18/07/2091
2066-05-11,05/11/2066
2037-01-01,01/01/2037
03/15/2078,2078-03-15
"December 22, 1964",1964-12-22
05/27/2092,2092-05-27
05/22/2040,"May 22, 2040"
1983-12-22,22/12/1983
08/11/1943,11/08/1943
02/07/1995,"February 07, 1995"
06/08/2034,08/06/2034
1995-07-09,"July 09, 1995"
30/12/1920,12/30/1920
10/10/2048,10/10/2048
"July 23, 2014",2014-07-23
"September 26, 2006",26/09/2006
08/20/2003,20/08/2003
"September 01, 1910",1910-09-01
"March 23, 1974",23/03/1974
"August 24, 2003",24/08/2003
06/29/2074,"June 29, 2074"
"October 02, 1993",1993-10-02
06/08/2076,2076-06-08
31/12/1919,12/31/1919
2003-12-23,23/12/2003
1981-05-06,06/05/1981
24/07/2028,2028-07-24
05/07/2044,"May 07, 2044"
03/11/2067,11/03/2067
"November 14, 2000",14/11/2000
31/12/1903,"December 31, 1903"
10/05/2014,"May 10, 2014"
"March 21, 1902",21/03/1902
"May 10, 2081",2081-05-10
03/10/2065,10/03/2065
"February 23, 2040",23/02/2040
10/24/2000,"October 24, 2000"
1936-06-12,06/12/1936
27/12/2028,2028-12-27
2098-07-02,02/07/2098
10/18/1918,18/10/1918
10/03/1987,03/10/1987
21/05/1946,"May 21, 1946"
"October 22, 1952",10/22/1952
2002-08-16,08/16/2002
10/29/1924,29/10/1924
17/04/1972,04/17/1972
2012-08-15,"August 15, 2012"
2039-09-12,09/12/2039
10/31/2026,31/10/2026
2065-07-13,07/13/2065
30/08/1953,1953-08-30
1947-12-03,12/03/1947
1974-03-28,28/03/1974
29/05/1999,05/29/1999
1982-05-24,24/05/1982
"January 06, 2001",2001-01-06
"May 13, 1991",1991-05-13
"July 29, 2089",07/29/2089
"November 16, 2011",16/11/2011
10/28/1918,1918-10-28
11/21/2097,21/11/2097
"September 04, 2065",04/09/2065
08/13/1902,1902-08-13
12/07/1933,"December 07, 1933"
2066-10-17,17/10/2066
22/09/2087,2087-09-22
01/02/2098,"January 02, 2098"
1923-10-31,10/31/1923
2050-02-13,13/02/2050
18/11/2049,11/18/2049
1953-12-22,12/22/1953
12/21/1968,21/12/1968
05/30/1977,"May 30, 1977"
23/02/2078,02/23/2078
"April 11, 2009",11/04/2009
1978-10-07,"October 07, 1978"
"May 19, 1902",1902-05-19
"April 12, 2007",12/04/2007
1926-07-05,"July 05, 1926"
"February 03, 1976",02/03/1976
13/01/2020,"January 13, 2020"
03/07/2010,07/03/2010
"April 18, 1999",18/04/1999
04/16/2075,2075-04-16
29/01/1994,01/29/1994
12/05/2043,"May 12, 2043"
2092-11-21,21/11/2092
1910-07-29,07/29/1910
16/07/2076,07/16/2076
"July 02, 2030",07/02/2030
1962-08-12,"August 12, 1962"
27/11/1948,11/27/1948
1928-07-13,07/13/1928
"September 05, 1915",05/09/1915
"November 21, 1929",21/11/1929
19/01/1956,"January 19, 1956"
05/16/2059,2059-05-16
16/04/1930,"April 16, 1930"
18/08/2064,"August 18, 2064"
1922-03-25,25/03/1922
1948-02-23,02/23/1948
"November 16, 2019",2019-11-16
"July 09, 2045",07/09/2045
15/04/2089,2089-04-15
12/18/2069,2069-12-18
2090-10-13,"October 13, 2090"
"April 30, 2092",2092-04-30
04/24/1955,"April 24, 1955"
21/04/2008,2008-04-21
2060-04-07,04/07/2060
2073-02-21,"February 21, 2073"
11/08/2008,2008-08-11
2099-01-17,17/01/2099
23/05/1983,1983-05-23
10/14/1930,"October 14, 1930"
06/18/1950,1950-06-18
2019-03-15,"March 15, 2019"
27/07/1975,1975-07-27
07/01/2003,2003-07-01
26/01/2094,"January 26, 2094"
13/10/1971,10/13/1971
09/12/2058,"September 12, 2058"
10/09/1966,"October 09, 1966"
2033-08-21,21/08/2033
03/25/2069,"March 25, 2069"
"August 28, 2008",08/28/2008
1916-07-06,06/07/1916
02/03/2098,03/02/2098
11/13/1989,13/11/1989
30/10/1972,"October 30, 1972"
22/01/1968,"January 22, 1968"
07/10/1904,"July 10, 1904"
10/17/1970,1970-10-17
03/02/1921,"March 02, 1921"
08/22/1935,22/08/1935
06/14/2041,2041-06-14
05/04/1983,"May 04, 1983"
2044-02-13,02/13/2044
27/01/1903,01/27/1903
"May 02, 2099",02/05/2099
"September 23, 2003",09/23/2003
22/06/1903,"June 22, 1903"
"June 06, 2018",06/06/2018
05/26/2057,2057-05-26
04/11/2036,11/04/2036
22/08/1958,1958-08-22
23/05/1950,"May 23, 1950"
2088-02-12,12/02/2088
09/13/2071,13/09/2071
1956-04-26,04/26/1956
1974-07-25,07/25/1974
"June 11, 2052",06/11/2052
04/01/1967,"January 04, 1967"
04/25/1946,"April 25, 1946"
1988-11-12,"November 12, 1988"
"October 02, 1911",02/10/1911
"December 01, 2015",12/01/2015
"January 08, 1973",08/01/1973
03/03/1965,"March 03, 1965"
07/16/2091,16/07/2091
08/30/1900,1900-08-30
06/11/2029,2029-11-06
"March 14, 2044",2044-03-14
"January 19, 2071",2071-01-19
01/08/1983,08/01/1983
12/04/2039,"December 04, 2039"
17/09/2032,2032-09-17
2009-07-15,15/07/2009
"February 18, 2029",18/02/2029
2075-12-16,16/12/2075
05/28/2069,"May 28, 2069"
16/04/2018,2018-04-16
1997-12-22,"December 22, 1997"
"August 10, 2023",2023-08-10
12/16/2052,2052-12-16
2041-11-09,11/09/2041
08/10/2027,"October 08, 2027"
2052-10-28,"October 28, 2052"
01/11/1964,1964-11-01
"September 08, 2025",09/08/2025
08/14/1944,14/08/1944
"September 19, 2054",09/19/2054
02/09/2067,2067-09-02
2070-02-12,12/02/2070
08/08/1977,1977-08-08
04/10/2075,2075-10-04
1948-06-25,06/25/1948
28/09/2025,09/28/2025
20/11/2050,11/20/2050
2097-08-30,30/08/2097
"June 28, 2026",2026-06-28
"September 16, 2058",2058-09-16
05/03/1966,"March 05, 1966"
21/03/1946,1946-03-21
"May 16, 2015",16/05/2015
1910-02-13,"February 13, 1910"
01/09/1949,1949-09-01
"October 09, 1956",10/09/1956
12/10/1966,1966-10-12
03/23/1967,"March 23, 1967"
2042-09-27,"September 27, 2042"
03/16/2098,2098-03-16
08/13/1946,1946-08-13
1923-03-27,27/03/1923
2040-02-27,02/27/2040
2056-04-29,29/04/2056
"October 09, 1900",10/09/1900
07/07/2045,2045-07-07
23/07/2091,2091-07-23
21/07/1968,07/21/1968
"August 14, 1923",08/14/1923
"April 16, 2003",04/16/2003
1975-08-25,"August 25, 1975"
2006-12-22,12/22/2006
2016-12-11,12/11/2016
03/04/2079,04/03/2079
01/28/2010,2010-01-28
31/12/2027,2027-12-31
03/06/2090,06/03/2090
"November 03, 2006",11/03/2006
07/10/1923,10/07/1923
05/29/2039,29/05/2039
11/02/2057,2057-11-02
07/19/2084,"July 19, 2084"
"March 26, 2011",2011-03-26
"October 14, 2015",10/14/2015
11/01/2035,2035-11-01
"January 20, 2051",20/01/2051
10/14/2094,"October 14, 2094"
1918-10-05,05/10/1918
11/04/2056,2056-04-11
23/10/1976,"October 23, 1976"
"July 19, 2066",07/19/2066
2017-06-14,14/06/2017
"March 11, 1913",1913-03-11
"March 07, 1947",1947-03-07
1914-04-18,04/18/1914
03/03/1955,1955-03-03
29/12/2091,2091-12-29
1938-05-25,"May 25, 1938"
2021-03-21,21/03/2021
08/17/1918,1918-08-17
11/01/1943,01/11/1943
01/31/2083,2083-01-31
15/07/2046,07/15/2046
01/15/2008,15/01/2008
"March 12, 2047",2047-03-12
"May 04, 2073",05/04/2073
29/01/2025,01/29/2025
2078-06-22,"June 22, 2078"
2091-05-16,"May 16, 2091"
1928-05-13,"May 13, 1928"
2018-01-10,"January 10, 2018"
10/18/2057,"October 18, 2057"
1932-12-08,12/08/1932
"November 01, 1911",01/11/1911
04/27/2001,27/04/2001
1913-05-23,23/05/1913
"January 27, 1921",1921-01-27
2057-09-09,"September 09, 2057"
"October 31, 1948",1948-10-31
01/01/2006,2006-01-01
30/09/1901,1901-09-30
09/20/2039,20/09/2039
"February 14, 1911",14/02/1911
1909-05-22,"May 22, 1909"
07/31/2064,2064-07-31
03/12/2085,"December 03, 2085"
"April 30, 1988",1988-04-30
"September 11, 1924",11/09/1924
07/03/1952,"July 03, 1952"
09/07/1998,"July 09, 1998"
16/05/1903,"May 16, 1903"
04/30/2068,2068-04-30
"September 05, 1914",05/09/1914
"July 03, 1992",1992-07-03
2019-06-25,25/06/2019
2051-02-02,02/02/2051
1923-08-25,08/25/1923
"June 21, 2010",21/06/2010
"August 29, 2034",08/29/2034
02/20/1944,20/02/1944
27/06/2042,2042-06-27
05/13/1994,1994-05-13
"August 21, 1955",1955-08-21
"June 24, 2068",24/06/2068
"October 12, 2081",12/10/2081
2039-07-02,07/02/2039
"March 27, 1928",27/03/1928
02/22/2003,22/02/2003
11/21/1934,21/11/1934
02/26/1998,26/02/1998
03/15/2028,2028-03-15
25/03/2006,"March 25, 2006"
11/09/2070,"September 11, 2070"
1908-05-05,"May 05, 1908"
12/02/2095,02/12/2095
1937-09-30,"September 30, 1937"
10/14/1959,"October 14, 1959"
"January 10, 2065",10/01/2065
04/02/1915,1915-02-04
2086-11-27,"November 27, 2086"
10/04/1950,1950-04-10
27/06/2011,06/27/2011
18/07/1924,1924-07-18
23/05/1953,"May 23, 1953"
2089-07-12,07/12/2089
06/23/2052,23/06/2052
1996-03-23,23/03/1996
"May 22, 1989",05/22/1989
09/10/2055,"September 10, 2055"
"July 16, 1909",1909-07-16
14/09/1988,"September 14, 1988"
"December 13, 2027",2027-12-13
"January 26, 2055",01/26/2055
"January 02, 2063",02/01/2063
"June 03, 2030",2030-06-03
2081-09-11,"September 11, 2081"
11/05/2075,"May 11, 2075"
2095-09-12,09/12/2095
02/01/2001,"February 01, 2001"
1914-11-14,"November 14, 1914"
"January 25, 1984",1984-01-25
02/28/1952,"February 28, 1952"
"March 17, 1925",1925-03-17
25/04/2074,2074-04-25
03/15/2008,2008-03-15
1968-06-02,02/06/1968
1998-06-23,"June 23, 1998"
27/08/1926,08/27/1926
2009-06-06,06/06/2009
11/29/1925,1925-11-29
1975-02-16,"February 16, 1975"
04/06/1934,06/04/1934
"October 09, 2064",10/09/2064
2069-01-12,12/01/2069
"December 24, 2040",2040-12-24
"July 21, 1944",07/21/1944
"March 31, 1911",03/31/1911
03/19/1934,"March 19, 1934"
10/09/1990,"October 09, 1990"
2092-03-23,03/23/2092
01/17/1935,17/01/1935
04/06/1945,1945-06-04
"December 06, 2043",12/06/2043
03/07/2047,07/03/2047
"January 23, 2071",2071-01-23
22/02/1966,"February 22, 1966"
1948-11-22,22/11/1948
"January 06, 1986",1986-01-06
20/03/1912,"March 20, 1912"
10/06/2025,2025-10-06
1943-08-08,08/08/1943
"October 15, 2092",2092-10-15
"December 02, 1952",02/12/1952
03/12/1963,"March 12, 1963"
"April 30, 2001",04/30/2001
07/09/1904,1904-09-07
10/06/2096,2096-10-06
2052-05-28,"May 28, 2052"
"December 12, 2082",12/12/2082
01/27/1960,1960-01-27
2036-08-11,11/08/2036
09/01/2022,01/09/2022
17/10/1923,10/17/1923
05/07/2054,"May 07, 2054"
10/24/2097,2097-10-24
29/03/1903,"March 29, 1903"
"February 03, 1961",02/03/1961
2023-09-19,"September 19, 2023"
2086-06-03,"June 03, 2086"
"November 15, 2006",15/11/2006
06/07/2049,"July 06, 2049"
14/06/2091,"June 14, 2091"
"April 17, 1919",17/04/1919
2076-06-30,"June 30, 2076"
"January 24, 2027",2027-01-24
"March 30, 1951",30/03/1951
03/04/2032,04/03/2032
01/28/2074,28/01/2074
09/06/2038,"September 06, 2038"
"January 22, 1955",01/22/1955
2017-09-29,29/09/2017
04/15/1997,"April 15, 1997"
05/12/1953,12/05/1953
24/05/2031,"May 24, 2031"
31/07/1909,"July 31, 1909"
"February 26, 1912",26/02/1912
09/04/2027,04/09/2027
"May 19, 1970",19/05/1970
2028-10-18,"October 18, 2028"
08/15/2047,"August 15, 2047"
2076-09-14,14/09/2076
"November 23, 1987",1987-11-23
11/25/1965,1965-11-25
11/21/2086,"November 21, 2086"
16/11/2066,2066-11-16
2085-08-31,08/31/2085
"March 22, 1999",1999-03-22
1994-03-13,"March 13, 1994"
24/02/2088,"February 24, 2088"
1933-11-30,"November 30, 1933"
08/05/1954,05/08/1954
12/13/1961,"December 13, 1961"
"March 08, 1957",1957-03-08
11/19/2069,2069-11-19
"July 22, 1910",1910-07-22
1968-01-16,"January 16, 1968"
03/19/2095,"March 19, 2095"
"November 29, 1941",11/29/1941
12/06/1929,"December 06, 1929"
"November 11, 1909",11/11/1909
1935-07-31,07/31/1935
13/02/2037,2037-02-13
06/12/2028,"June 12, 2028"
02/16/1966,"February 16, 1966"
1959-07-11,11/07/1959
"October 12, 1996",12/10/1996
"February 18, 1954",18/02/1954
"July 02, 2021",2021-07-02
06/07/2019,"June 07, 2019"
1915-03-08,"March 08, 1915"
1904-09-24,"September 24, 1904"
06/08/1936,08/06/1936
07/08/2069,2069-07-08
1910-10-06,"October 06, 1910"
1959-08-18,"August 18, 1959"
30/08/1965,"August 30, 1965"
2080-07-23,07/23/2080
2039-10-19,10/19/2039
"January 05, 1904",05/01/1904
2098-08-12,08/12/2098
05/08/2042,08/05/2042
2025-08-02,"August 02, 2025"
18/09/2056,"September 18, 2056"
20/09/1961,1961-09-20
"May 08, 2052",05/08/2052
1918-09-10,"September 10, 1918"
12/01/1971,01/12/1971
07/07/1999,1999-07-07
2096-07-06,"July 06, 2096"
29/09/2021,09/29/2021
2081-07-01,01/07/2081
"January 21, 1957",01/21/1957
"May 28, 1901",28/05/1901
25/07/1981,07/25/1981
"December 15, 1907",15/12/1907
04/10/2068,"April 10, 2068"
05/12/2077,2077-12-05
1956-04-28,"April 28, 1956"
28/11/1953,11/28/1953
10/25/1920,25/10/1920
"February 03, 2040",03/02/2040
2035-06-14,06/14/2035
2065-05-04,04/05/2065
"April 21, 1999",04/21/1999
"May 05, 1963",05/05/1963
1980-08-08,"August 08, 1980"
"December 13, 1918",13/12/1918
