input,output
05/09/1964,09.05.1964
"May 22, 1983",22.05.1983
14/01/2099,"January 14, 2099"
11/04/1931,1931/04/11
"April 06, 2005",06-04-2005
"September 17, 1971",09/17/1971
1911-05-16,16-05-1911
29/10/2048,2048-10-29
17-07-2073,2073.07.17
"February 27, 1962",27-02-1962
"October 23, 1915",23/10/1915
1943/07/13,1943-07-13
07.28.2090,2090-07-28
2020/11/27,11/27/2020
1945.07.11,07.11.1945
20-01-1985,1985.01.20
05/06/2095,2095.05.06
24/07/1919,24-07-1919
2078-10-12,2078/10/12
2030.04.07,2030-04-07
1954-12-11,12/11/1954
16.10.2055,2055/10/16
1978-10-10,1978.10.10
1939/01/17,17.01.1939
"February 03, 2071",02/03/2071
29/06/1992,06.29.1992
1928/05/02,02-05-1928
20/05/2088,2088.05.20
28-04-1918,04/28/1918
1995/02/01,1995.02.01
2072/10/28,2072.10.28
1933-04-10,1933.04.10
02.28.1960,28/02/1960
06/11/2074,2074-06-11
26/07/2021,07.26.2021
07.28.1930,1930.07.28
01/28/2074,28-01-2074
02.20.2020,2020.02.20
08/06/2045,06-08-2045
25.02.2051,2051.02.25
05.31.2059,31/05/2059
24/03/1922,1922.03.24
1912-06-11,1912/06/11
12.20.1947,1947/12/20
2073.06.30,30/06/2073
15/05/2082,"May 15, 2082"
05.23.2075,"May 23, 2075"
1995/05/23,1995.05.23
01.12.2059,"December 01, 2059"
1990-10-22,22/10/1990
1908/08/07,1908-08-07
02.01.2050,01/02/2050
05/20/1907,20-05-1907
05/25/2008,2008-05-25
"August 15, 1940",08/15/1940
01.24.1906,1906/01/24
2091-06-22,06.22.2091
01/14/1996,14.01.1996
11-12-2095,"December 11, 2095"
12-01-2040,01/12/2040
16.05.2097,"May 16, 2097"
08.03.2018,08/03/2018
22.11.2035,2035.11.22
09.11.2073,11/09/2073
06/10/1916,06.10.1916
2019/08/10,08.10.2019
2005.12.11,12/11/2005
"August 22, 2072",08.22.2072
2060-11-22,2060/11/22
05.24.1921,05/24/1921
1961-05-02,1961.05.02
04/17/2036,04.17.2036
26-12-1974,12.26.1974
17.01.2054,2054.01.17
08/14/1911,14.08.1911
1909-01-05,01.05.1909
14/10/2097,2097-10-14
22/10/2047,"October 22, 2047"
07.22.1931,22/07/1931
2078.07.03,07/03/2078
12/10/2002,2002.10.12
18/03/2002,2002.03.18
1969.09.19,1969/09/19
"August 11, 2037",11.08.2037
"July 17, 1926",07/17/1926
25.05.1983,25-05-1983
1954-12-01,01-12-1954
03/23/2060,03.23.2060
01.22.1970,1970-01-22
06/17/2094,17.06.2094
01.20.1922,"January 20, 1922"
"February 08, 2054",08-02-2054
26-01-1949,01/26/1949
13-02-2045,02.13.2045
04.18.2084,"April 18, 2084"
2087-09-06,09/06/2087
1902-12-06,12/06/1902
23/11/2064,11/23/2064
1963.11.30,30/11/1963
1929.04.25,"April 25, 1929"
1979-01-02,01/02/1979
12.08.2088,12/08/2088
11.12.2032,11-12-2032
11.02.1919,"February 11, 1919"
"October 12, 1991",12.10.1991
01/05/2017,05.01.2017
11.10.2038,10-11-2038
"June 08, 2093",06.08.2093
1983-01-01,1983/01/01
"August 29, 1921",08/29/1921
07.13.2068,13/07/2068
20-08-2088,20/08/2088
07.03.2024,07-03-2024
14-03-1947,03/14/1947
02/15/2038,"February 15, 2038"
14/09/2075,09.14.2075
2093-07-03,"July 03, 2093"
1913-08-03,08.03.1913
10.28.1995,28.10.1995
1990.05.25,"May 25, 1990"
21/07/1989,1989.07.21
2038-04-19,2038/04/19
18.05.2042,2042.05.18
2050-03-05,03.05.2050
26.05.1938,"May 26, 1938"
1958-07-10,07.10.1958
07-07-1986,07.07.1986
11/26/1982,1982.11.26
15-03-2010,15/03/2010
1987-07-01,01/07/1987
28.07.1999,"July 28, 1999"
04/05/2081,05.04.2081
05.01.2031,2031/01/05
05.01.1991,1991/05/01
1981/02/26,1981.02.26
27-02-1988,02/27/1988
05-08-2027,2027/08/05
2047-08-21,21.08.2047
06-11-2098,11.06.2098
23.09.2012,23/09/2012
11-06-2011,06/11/2011
06.01.1975,1975.06.01
31-03-2002,"March 31, 2002"
1957-10-06,06.10.1957
22-08-2063,"August 22, 2063"
1923-11-20,1923.11.20
21/01/1939,1939/01/21
"October 19, 1923",19.10.1923
26.09.2007,2007.09.26
02.02.2038,"February 02, 2038"
05/07/1923,"May 07, 1923"
07/08/1911,07.08.1911
06.15.1964,1964.06.15
1962-08-08,08-08-1962
"July 08, 2024",08-07-2024
12.12.1933,12.12.1933
12/07/1902,12-07-1902
02/15/2042,2042/02/15
1913-07-04,1913.07.04
2003-07-11,2003.07.11
19/07/1939,1939-07-19
"March 31, 2051",31.03.2051
2093.12.04,2093/12/04
2051-06-01,01.06.2051
2057/05/26,26.05.2057
2028.07.22,22/07/2028
06/20/1900,"June 20, 1900"
2028-03-15,15.03.2028
01.15.2017,"January 15, 2017"
11.12.1958,1958.12.11
2037.12.03,12.03.2037
1964.10.26,26-10-1964
1914/09/28,28-09-1914
"November 27, 2053",2053.11.27
2007.05.11,2007/05/11
03/17/1932,03.17.1932
07-02-2019,2019/02/07
1912/04/13,13-04-1912
1917-09-05,"September 05, 1917"
1948-08-27,"August 27, 1948"
22.04.1938,22-04-1938
02-05-1911,05/02/1911
09.18.1941,1941.09.18
03/08/1926,1926-08-03
2027.02.15,15/02/2027
01.29.2097,"January 29, 2097"
1927.12.11,12/11/1927
22/04/1988,"April 22, 1988"
2085.11.05,05.11.2085
"July 12, 2012",2012-07-12
25-10-1959,10.25.1959
"February 21, 1907",02.21.1907
02/01/1975,01.02.1975
05.04.1968,1968/04/05
20-09-1952,"September 20, 1952"
07.08.1961,"July 08, 1961"
03.07.2081,2081.03.07
2004/05/17,17.05.2004
1907/09/25,25-09-1907
24/02/1940,1940/02/24
01.21.1944,1944-01-21
2066-08-31,31-08-2066
21/12/1962,1962.12.21
05.10.2066,2066/05/10
04/08/2077,2077-08-04
17-11-2016,2016.11.17
21-12-1933,1933.12.21
03/05/2029,05-03-2029
14.10.1948,1948-10-14
2038-02-16,16/02/2038
06/19/1954,06.19.1954
1945-06-20,"June 20, 1945"
14/08/2066,"August 14, 2066"
"August 05, 2002",08/05/2002
"June 16, 1906",06/16/1906
04/12/1972,12/04/1972
01-02-2087,2087/02/01
22-09-2022,"September 22, 2022"
"March 24, 2004",03.24.2004
23/08/1933,1933.08.23
18-04-1942,1942/04/18
2059.04.12,04.12.2059
1978.10.21,1978-10-21
"February 08, 1977",02.08.1977
10.03.2003,2003-10-03
1968.10.12,"October 12, 1968"
04.04.1984,04-04-1984
07.05.2035,05/07/2035
"October 02, 1988",10/02/1988
22-04-1972,04/22/1972
18-04-2036,18/04/2036
1900.05.13,"May 13, 1900"
"May 09, 1930",1930/05/09
"June 10, 2089",06.10.2089
06/09/1901,09/06/1901
2005.05.18,18.05.2005
02.27.1973,1973/02/27
"December 02, 1979",02/12/1979
01.04.2080,"April 01, 2080"
"September 13, 1979",13/09/1979
1945-01-05,1945/01/05
09/25/2070,"September 25, 2070"
2010-09-09,09-09-2010
06/25/1913,1913-06-25
1962-05-30,30/05/1962
2078/09/23,09.23.2078
11.25.2087,11/25/2087
27/06/1904,1904/06/27
17.05.1905,1905.05.17
06.20.2094,2094.06.20
11.25.2030,11/25/2030
2028/02/06,"February 06, 2028"
1942-08-13,1942.08.13
1907-11-27,27/11/1907
22-10-1950,1950.10.22
12.22.1971,22.12.1971
12/05/2038,12.05.2038
1936/09/20,"September 20, 1936"
2040/10/28,2040.10.28
"August 14, 2052",14-08-2052
2005-03-07,07.03.2005
03.16.2011,16/03/2011
03.08.2013,2013-08-03
06-10-1980,06/10/1980
2006/03/29,"March 29, 2006"
22-08-2086,2086-08-22
06.05.2039,2039-06-05
20.09.2054,20/09/2054
04/11/2014,04.11.2014
1964-12-03,"December 03, 1964"
2058/07/08,08.07.2058
21.08.1920,1920/08/21
2005.01.24,2005-01-24
"October 30, 2033",2033-10-30
2032-05-15,"May 15, 2032"
23.08.2033,23/08/2033
27/11/1976,"November 27, 1976"
02.06.2034,"June 02, 2034"
2020-05-30,2020/05/30
01.18.1921,"January 18, 1921"
1945-01-19,01.19.1945
14/08/1920,14.08.1920
2078-09-11,11.09.2078
09.02.2042,02/09/2042
02/03/1949,03.02.1949
09/08/2028,09-08-2028
2016.01.15,15/01/2016
2083.08.04,04-08-2083
"April 05, 1973",05/04/1973
"August 04, 2050",04/08/2050
08/06/2071,06.08.2071
21.09.2053,21-09-2053
02.07.2035,02/07/2035
06/11/1973,1973.11.06
25/04/1945,1945-04-25
11.13.2064,2064-11-13
03/01/1994,03-01-1994
01.17.1912,"January 17, 1912"
27.01.2091,"January 27, 2091"
20/07/1939,1939.07.20
1902/02/07,1902.02.07
02/11/2057,11/02/2057
01.14.1963,"January 14, 1963"
12.24.2034,2034-12-24
20.09.1900,1900/09/20
"January 08, 1915",1915/01/08
16.03.1936,1936/03/16
1919.01.23,1919-01-23
08.29.2065,29.08.2065
"September 19, 2080",2080-09-19
1967.08.13,1967/08/13
03.07.1943,1943/07/03
16.01.2058,"January 16, 2058"
1937.02.10,10-02-1937
06/22/1999,22.06.1999
24-09-2008,09.24.2008
04.22.2096,22.04.2096
1916/04/24,24-04-1916
2042.07.08,2042-07-08
1910-05-27,27/05/1910
"June 25, 1982",25-06-1982
12/06/1925,1925-06-12
1964-05-03,03-05-1964
23/02/2002,23-02-2002
30/10/2008,10.30.2008
23/01/2085,"January 23, 2085"
2069.09.05,09/05/2069
2083-05-17,05/17/2083
09.12.1951,12/09/1951
13-11-1948,1948.11.13
03.21.2010,"March 21, 2010"
20.04.2033,"April 20, 2033"
1924-06-25,"June 25, 1924"
20.03.2066,20-03-2066
05/23/1944,05.23.1944
05.25.2030,25/05/2030
09.15.1937,1937.09.15
01.02.1946,1946.02.01
2027.04.14,"April 14, 2027"
2065/04/19,2065-04-19
11/08/2053,2053/11/08
07/27/1971,"July 27, 1971"
2021.10.17,2021-10-17
1961.05.15,15-05-1961
1983-07-29,"July 29, 1983"
2098/02/12,2098.02.12
11/07/2013,2013/07/11
16/03/2078,"March 16, 2078"
03.08.1921,08/03/1921
1914.09.12,1914-09-12
02-04-1970,02.04.1970
28/11/2053,11.28.2053
11.13.2011,13/11/2011
05/10/1938,"May 10, 1938"
2014-07-02,2014/07/02
26-06-1982,06/26/1982
20-03-1982,1982-03-20
13/03/1927,03.13.1927
02.08.2061,08-02-2061
1920.11.26,1920/11/26
23.06.1950,"June 23, 1950"
31/07/2059,07.31.2059
06/16/1917,"June 16, 1917"
08.08.2027,08.08.2027
09.21.2000,09/21/2000
08/02/1915,02/08/1915
2046-10-31,31-10-2046
03/02/1918,"March 02, 1918"
09.04.1918,09-04-1918
04.23.2011,"April 23, 2011"
07.06.2043,2043.07.06
"September 20, 1963",20.09.1963
25-04-1973,04/25/1973
2031.03.02,"March 02, 2031"
08.30.2074,2074.08.30
1955-07-14,07/14/1955
2072/05/30,30/05/2072
2087.08.21,21/08/2087
22-01-2087,22/01/2087
01/10/1959,01.10.1959
1911.02.16,16/02/1911
31-08-1924,"August 31, 1924"
11.27.1910,1910/11/27
"February 02, 2062",2062/02/02
1993/04/11,1993.04.11
01.30.1952,1952-01-30
2027/05/13,05.13.2027
2086/02/01,2086-02-01
10.30.2068,"October 30, 2068"
19/11/2018,2018.11.19
02/09/1907,09/02/1907
29.04.1970,1970-04-29
03.17.1954,17/03/1954
10/11/2090,2090.11.10
25-01-2091,2091/01/25
1936.02.17,1936-02-17
2067-06-26,26-06-2067
1909/06/22,06.22.1909
11.09.2012,11-09-2012
14.11.2012,2012-11-14
"May 10, 1929",1929-05-10
04/25/1955,04.25.1955
12.04.2004,04-12-2004
09/12/1985,1985-12-09
10.21.2057,21/10/2057
08.08.2094,2094/08/08
"November 30, 1975",30.11.1975
01/02/1929,02.01.1929
2051-03-12,"March 12, 2051"
09.06.2095,09/06/2095
"August 26, 2084",08/26/2084
01/02/1990,02-01-1990
"December 02, 2042",02/12/2042
1924/12/13,"December 13, 1924"
14-02-1918,1918/02/14
03/10/2048,2048-03-10
"August 07, 2060",07/08/2060
"December 09, 2093",2093/12/09
1967-04-11,04.11.1967
12-03-2068,2068-03-12
09/11/1960,09.11.1960
15-11-2088,11/15/2088
15/10/2007,2007.10.15
2007-02-10,10-02-2007
1953/05/23,05/23/1953
03/15/2088,2088/03/15
1941-07-24,24-07-1941
1958.12.24,"December 24, 1958"
03.03.1932,03-03-1932
"September 27, 1982",1982.09.27
31/12/2044,2044-12-31
11/18/2054,18.11.2054
09/03/1918,1918.03.09
24/08/1977,"August 24, 1977"
11.16.1937,1937/11/16
29-11-1935,"November 29, 1935"
11/23/2070,23/11/2070
05.11.1967,11/05/1967
2090-09-21,2090/09/21
29-01-2059,"January 29, 2059"
2013/11/01,11.01.2013
02.20.1999,1999/02/20
06.25.2095,25/06/2095
1993/05/11,05.11.1993
07.21.1923,07/21/1923
1987.01.17,17/01/1987
31.08.1982,08.31.1982
12.01.2094,2094.12.01
15/08/2096,08.15.2096
1953-09-27,"September 27, 1953"
04/01/2035,04.01.2035
2046.02.12,12/02/2046
2065.04.16,2065-04-16
22-05-1955,1955-05-22
1994-04-16,"April 16, 1994"
18/10/2013,10/18/2013
1912/10/29,"October 29, 1912"
1964/06/16,"June 16, 1964"
13-02-1989,02/13/1989
1901-10-14,14-10-1901
07.15.2095,2095/07/15
02.20.2004,20-02-2004
2058.10.25,2058-10-25
2077.07.05,05.07.2077
2058-08-12,08/12/2058
2032/05/24,2032.05.24
06.22.1950,1950.06.22
1998/12/15,"December 15, 1998"
05/25/1960,25/05/1960
10/20/2027,10.20.2027
10-04-1906,10/04/1906
2012-04-06,"April 06, 2012"
06.15.2048,06/15/2048
"February 25, 1967",1967/02/25
10.09.1954,09.10.1954
2057/10/19,10/19/2057
08/29/2087,29-08-2087
2025-11-21,2025/11/21
19.10.2051,19-10-2051
"January 06, 2080",06/01/2080
02.05.2027,"February 05, 2027"
01/07/2029,07.01.2029
2081/07/28,2081.07.28
07/08/2002,08-07-2002
06.05.2023,06/05/2023
12.02.1998,1998.02.12
2088-05-17,05.17.2088
02.10.1987,"October 02, 1987"
04/06/1957,"June 04, 1957"
07/06/1925,1925-06-07
01.03.2080,2080.01.03
15-09-2028,2028-09-15
1995/12/13,"December 13, 1995"
04/07/2040,2040-07-04
"January 27, 2064",27/01/2064
2018.01.16,01.16.2018
2076.09.15,15/09/2076
05/02/2026,2026.05.02
"September 21, 1951",1951/09/21
"June 01, 1960",06.01.1960
1990-08-31,31/08/1990
1987.08.08,08/08/1987
06/23/2095,23-06-2095
"June 13, 2038",06.13.2038
01.10.2092,2092.10.01
26/07/2038,"July 26, 2038"
01.11.2069,2069/11/01
02/13/2043,2043.02.13
28-11-1944,1944/11/28
25.10.2054,2054/10/25
09.30.2036,30.09.2036
2053-12-12,2053.12.12
14/05/2077,05/14/2077
27-12-2042,2042/12/27
14-02-2015,14/02/2015
11.07.2043,"July 11, 2043"
2094-05-25,25/05/2094
1943.10.10,10/10/1943
"October 20, 1980",10/20/1980
06/22/2006,22-06-2006
08/28/2047,28/08/2047
1955-01-14,14-01-1955
20-01-2058,01.20.2058
2087-03-12,2087/03/12
09.01.2006,2006-09-01
12.25.1996,1996.12.25
01/03/1976,03.01.1976
"December 11, 1982",11.12.1982
02/14/1993,1993.02.14
2013-10-03,2013.10.03
1972.06.23,23.06.1972
"August 01, 1920",01.08.1920
01/03/1942,03.01.1942
17-02-2071,2071-02-17
1938-02-26,26.02.1938
2096.12.06,06-12-2096
"August 30, 2049",08/30/2049
05.07.2019,2019-07-05
"March 26, 2031",03/26/2031
"May 17, 2058",17-05-2058
2088/09/28,09/28/2088
07.08.1992,08.07.1992
06/22/1974,06.22.1974
03/16/2071,2071.03.16
09-12-1963,1963/12/09
11-11-1988,1988/11/11
07/10/1977,10.07.1977
"October 24, 1933",1933.10.24
28-11-1904,1904.11.28
2071/09/11,09.11.2071
1924.03.07,"March 07, 1924"
02/23/2000,2000-02-23
09/15/1989,15.09.1989
1996-07-22,"July 22, 1996"
2090-11-12,12-11-2090
15.03.2067,2067.03.15
01.15.2003,01/15/2003
2012/10/06,"October 06, 2012"
16.10.1950,10.16.1950
25/09/1920,1920/09/25
29-10-2056,29/10/2056
2069-03-01,03/01/2069
1937/05/17,17.05.1937
16/05/1965,"May 16, 1965"
12-11-2005,12.11.2005
28-10-2039,10/28/2039
2089-12-03,03-12-2089
31/10/2008,2008.10.31
"June 21, 2040",21-06-2040
27/10/1930,1930.10.27
"October 28, 2043",28.10.2043
30-06-1900,"June 30, 1900"
2055/07/08,07/08/2055
24.10.1932,"October 24, 1932"
21-02-2088,21.02.2088
"March 27, 2075",27/03/2075
29.04.2046,04/29/2046
"October 14, 1988",1988/10/14
07.01.2085,2085/07/01
10/23/2020,"October 23, 2020"
1906.09.05,1906-09-05
1969.03.01,1969-03-01
1906-08-03,08/03/1906
15-08-1900,"August 15, 1900"
2084.10.14,14/10/2084
02.27.1988,"February 27, 1988"
2064.11.19,19.11.2064
1958-11-09,11.09.1958
13/12/1979,"December 13, 1979"
31.05.2066,2066/05/31
18/08/1984,"August 18, 1984"
27/06/2061,27.06.2061
1964/12/27,12.27.1964
09.02.2006,02-09-2006
02.12.2011,2011-12-02
1915.08.09,08.09.1915
07.23.2054,23-07-2054
01/25/2090,2090.01.25
2059-03-03,"March 03, 2059"
06.27.2051,27.06.2051
29-09-1974,"September 29, 1974"
"May 05, 1902",05/05/1902
"February 22, 1988",02.22.1988
2081/05/07,2081-05-07
24.11.1984,24-11-1984
1914.02.15,15/02/1914
05.24.1992,1992.05.24
04.21.1907,21-04-1907
1933-05-15,1933.05.15
1970/04/17,17.04.1970
25-09-1962,25/09/1962
10-07-1994,10/07/1994
07.18.1982,1982-07-18
11/24/1910,24.11.1910
26/09/1935,1935.09.26
01.18.1910,18.01.1910
09/16/2087,"September 16, 2087"
14-03-2023,"March 14, 2023"
1946.03.17,03/17/1946
1905.02.14,"February 14, 1905"
11/14/2012,2012-11-14
1936/06/12,1936.06.12
09.17.1981,1981.09.17
1963/05/25,05.25.1963
2033.01.05,01.05.2033
26.05.1996,26-05-1996
26-02-2069,2069-02-26
1968.11.13,1968/11/13
2015.07.08,2015-07-08
03.09.1975,03-09-1975
2005/12/18,18/12/2005
2001/04/24,2001-04-24
"June 09, 2033",09.06.2033
30-05-1989,05/30/1989
01.19.1956,19-01-1956
02.21.2005,21.02.2005
10/08/1947,08-10-1947
03.09.2080,09.03.2080
2020.05.20,20.05.2020
09.04.2047,09/04/2047
21-01-2018,21.01.2018
"February 12, 2081",02.12.2081
03/24/2058,2058/03/24
12/04/2048,2048/04/12
05.09.2021,09.05.2021
06.18.1946,"June 18, 1946"
1913.01.25,01/25/1913
1996.08.03,"August 03, 1996"
1996.02.02,02.02.1996
07-10-2040,2040-10-07
1915-06-20,06/20/1915
"April 11, 2021",2021.04.11
24-09-2091,2091.09.24
1986-04-29,29/04/1986
1910.08.07,1910-08-07
01/29/1994,29-01-1994
06.22.1943,"June 22, 1943"
1976-05-25,25/05/1976
1990.08.28,08/28/1990
"June 29, 2069",29-06-2069
08/12/1990,1990.08.12
1908/04/14,"April 14, 1908"
2096.08.04,04-08-2096
2025-02-20,20-02-2025
"July 20, 2035",07.20.2035
12.02.1928,02.12.1928
1926-06-15,15/06/1926
"December 21, 1932",21.12.1932
11.01.2015,2015/11/01
10.10.2012,2012-10-10
01/09/2032,2032.09.01
2058/09/12,12-09-2058
11/15/1940,15-11-1940
26-04-2026,2026-04-26
1950.10.16,10/16/1950
1934.01.14,14/01/1934
08/24/1971,"August 24, 1971"
08/18/1977,18/08/1977
2026/03/31,31.03.2026
06.15.1931,1931.06.15
03.14.2079,14-03-2079
2062/05/05,05-05-2062
2032/12/20,"December 20, 2032"
1936/07/03,07/03/1936
06/06/2053,2053/06/06
10/05/1973,"October 05, 1973"
1996-09-02,02.09.1996
1912/06/12,12-06-1912
20.06.2066,2066-06-20
05.15.2041,2041/05/15
17.08.1902,08.17.1902
25-08-2065,08.25.2065
2008-02-20,20/02/2008
14-08-2099,2099-08-14
2005-08-12,12-08-2005
04.23.1938,1938-04-23
"March 29, 2097",29/03/2097
"June 12, 1987",1987-06-12
1958/05/17,17.05.1958
08/02/1966,"February 08, 1966"
2068.08.23,23/08/2068
06.12.2035,2035.06.12
05/02/1909,1909.02.05
16.03.2035,2035/03/16
1934-02-03,1934.02.03
08/24/1978,24/08/1978
09.04.2030,"September 04, 2030"
"February 06, 2051",2051/02/06
03.10.1983,1983.10.03
1997.04.11,04.11.1997
2061.01.14,01.14.2061
05.24.2053,24/05/2053
01.02.2036,"January 02, 2036"
1910-05-31,1910.05.31
23/02/2053,23.02.2053
08.07.2011,2011/07/08
1973/05/20,05.20.1973
04/02/2063,02.04.2063
03.12.1933,12-03-1933
18/04/2060,2060/04/18
1983.04.30,1983/04/30
06-04-2021,06/04/2021
15/06/2056,"June 15, 2056"
17/02/1973,02.17.1973
"November 25, 2053",2053.11.25
11/12/1986,"December 11, 1986"
14-01-1921,01.14.1921
12/04/2012,2012/12/04
1933.02.09,1933-02-09
17/06/2025,2025.06.17
09.07.1935,1935/07/09
08.20.1996,20.08.1996
01-10-1997,01/10/1997
09/01/1910,"January 09, 1910"
17.08.2063,"August 17, 2063"
22.11.1946,1946-11-22
13.06.2020,13-06-2020
21-09-1963,1963/09/21
"March 12, 1948",03/12/1948
"February 04, 1998",1998/02/04
28-10-1901,28/10/1901
"December 19, 2020",2020-12-19
1905-03-18,"March 18, 1905"
01/01/2063,01-01-2063
09.07.1968,09/07/1968
03-01-1948,01/03/1948
11-02-1949,11.02.1949
"August 20, 1913",08/20/1913
15-05-2064,05.15.2064
07.25.2039,2039/07/25
11.14.2036,2036.11.14
02.11.2010,02-11-2010
03.05.2059,2059-05-03
12.10.2090,2090-10-12
03-08-1979,1979-08-03
2030/08/17,2030.08.17
2045/05/20,20-05-2045
"November 24, 2047",11/24/2047
2083/12/05,2083-12-05
05/29/2072,29/05/2072
15-10-1986,10/15/1986
24.10.2019,10/24/2019
1923.08.18,18-08-1923
02/15/1992,"February 15, 1992"
03.03.1946,1946-03-03
08.03.1972,08-03-1972
19.07.2076,2076.07.19
11/11/2004,11/11/2004
23-06-2089,2089.06.23
2005.06.01,"June 01, 2005"
1921-12-16,12/16/1921
1965/11/23,1965-11-23
11/05/2068,05.11.2068
"October 26, 1945",10.26.1945
12/28/1920,28-12-1920
07-01-1918,"January 07, 1918"
21.01.2020,2020/01/21
03.31.1936,1936.03.31
24-12-2022,12.24.2022
1969/12/24,24/12/1969
06.15.1970,"June 15, 1970"
24-04-2081,2081/04/24
11.05.2033,11/05/2033
25-06-2016,"June 25, 2016"
1928-07-24,"July 24, 1928"
1924-12-31,12.31.1924
2077/04/21,2077.04.21
1983.05.23,"May 23, 1983"
1936.12.03,03-12-1936
10-12-2057,2057/12/10
01-02-1948,02/01/1948
12/27/2091,27.12.2091
1992-02-23,23.02.1992
26.01.1945,1945.01.26
15.10.1911,10/15/1911
13.12.1956,1956.12.13
22.11.1969,11/22/1969
20-05-1989,1989/05/20
06/07/2081,06.07.2081
2075/12/17,2075.12.17
04/16/2088,16/04/2088
04/20/1904,20.04.1904
1900/02/14,14-02-1900
08.05.2020,08/05/2020
23-04-1915,04.23.1915
07.14.1942,1942-07-14
03.30.2022,30.03.2022
27/03/2004,2004-03-27
1915.10.29,1915/10/29
07.01.1916,1916-01-07
2084.12.03,03.12.2084
24-01-1967,1967/01/24
13.07.1984,13-07-1984
24/11/2075,2075.11.24
04/30/2018,30.04.2018
30-11-1925,1925-11-30
2010-02-10,10/02/2010
08.31.2094,31.08.2094
03-04-2006,03.04.2006
1986-04-21,1986/04/21
27-01-2006,01.27.2006
2084/01/23,01.23.2084
2015.02.16,16/02/2015
"December 27, 1920",1920/12/27
2046.12.12,12/12/2046
06/06/2049,06.06.2049
01.01.1961,1961-01-01
1945-01-08,"January 08, 1945"
14-01-2035,14/01/2035
22/04/1969,04/22/1969
2012/04/27,27/04/2012
15.08.1984,1984.08.15
2026/02/08,2026-02-08
30-06-2087,2087-06-30
05.07.2069,05/07/2069
25.04.1965,1965/04/25
25/10/2095,"October 25, 2095"
09.11.2040,2040/09/11
2091.04.06,06/04/2091
2093.03.22,2093-03-22
02/01/2034,2034.02.01
29.03.2049,2049/03/29
05/06/2067,2067/05/06
2000.01.24,2000/01/24
"November 10, 2070",10-11-2070
07.02.1920,"July 02, 1920"
09/13/2023,09.13.2023
10.12.2009,2009-10-12
29/11/1955,"November 29, 1955"
1901-07-31,07.31.1901
03/20/2020,"March 20, 2020"
10/11/2096,11-10-2096
1942/12/12,1942.12.12
"June 06, 2028",2028.06.06
11/15/1928,"November 15, 1928"
12/12/2036,2036-12-12
1974/12/17,1974-12-17
1985-04-05,05/04/1985
11-05-1942,"May 11, 1942"
06.22.1918,1918/06/22
2090/11/28,28.11.2090
22.05.1944,"May 22, 1944"
07/06/2055,06/07/2055
04/10/1952,10-04-1952
13/09/1992,1992/09/13
09/12/2054,09.12.2054
"October 15, 2038",15-10-2038
1916/10/24,"October 24, 1916"
1914-07-21,21/07/1914
2023.10.14,14/10/2023
10/13/2060,2060/10/13
11/07/1968,07-11-1968
"September 18, 2050",18.09.2050
08/22/2029,08.22.2029
1969/02/08,02.08.1969
09/01/1943,01/09/1943
18-03-1909,1909-03-18
1938-08-06,"August 06, 1938"
2048/04/07,2048-04-07
2064/01/27,2064.01.27
01.09.1946,09.01.1946
"May 08, 1980",1980.05.08
08.28.2070,"August 28, 2070"
08.11.1987,11-08-1987
1921-08-11,1921/08/11
1966/08/08,"August 08, 1966"
1963/06/08,08-06-1963
09/02/1923,02.09.1923
10.17.1930,17/10/1930
01/06/2029,2029-06-01
10-06-1914,"June 10, 1914"
1919.12.21,12/21/1919
07-11-1952,11.07.1952
2099.03.16,16/03/2099
2024.09.30,"September 30, 2024"
2034.04.27,27.04.2034
1993.09.10,1993/09/10
22.01.2027,2027/01/22
1924-07-23,07.23.1924
06.12.2093,2093/06/12
12/27/2056,2056-12-27
"June 06, 2008",06/06/2008
10/24/2064,10.24.2064
1997.10.12,1997/10/12
03.08.1976,1976/03/08
1965/02/13,02.13.1965
21-02-1914,1914.02.21
1901-02-24,"February 24, 1901"
12-05-1973,"May 12, 1973"
01-11-2067,2067/11/01
2091/05/07,2091.05.07
06.10.1985,10.06.1985
"June 17, 2055",06.17.2055
11/11/2088,2088-11-11
"October 06, 2054",2054-10-06
12.06.2000,2000.12.06
12/21/2038,12.21.2038
13/04/1914,1914-04-13
11.06.1926,11/06/1926
1927/03/15,15/03/1927
29/11/2072,11/29/2072
07/29/1960,29/07/1960
"November 11, 1946",11.11.1946
11-11-1901,"November 11, 1901"
2083-01-27,01/27/2083
19-01-2009,2009/01/19
15/03/2036,03.15.2036
2011/01/10,10-01-2011
30-01-1993,1993-01-30
03.07.2040,"July 03, 2040"
01/07/2003,2003/01/07
1993-07-19,19/07/1993
2090-04-05,"April 05, 2090"
17.02.2077,2077/02/17
1995.01.13,1995-01-13
09.06.2062,06.09.2062
"January 20, 2003",2003.01.20
10.22.2022,"October 22, 2022"
2077/08/31,08.31.2077
10-10-2096,2096/10/10
22/03/1915,1915.03.22
10.28.2071,2071-10-28
04/02/2060,04.02.2060
"August 20, 1908",20-08-1908
1943-12-22,22/12/1943
"November 29, 2034",11.29.2034
24-04-2068,24/04/2068
2058/09/01,09/01/2058
"June 14, 1961",1961/06/14
1933-11-12,1933.11.12
1961/07/22,07/22/1961
08/05/2040,2040-08-05
09.14.1947,1947/09/14
12/01/1988,1988/12/01
2022-10-31,2022.10.31
"June 06, 1996",06/06/1996
