input,output
07/03/1975,1975-07-03
1942-01-19,01/19/1942
11/04/2053,04/11/2053
09/07/2063,2063-07-09
23/09/1932,09/23/1932
07/28/1916,1916-07-28
09/09/2076,09/09/2076
20/09/2065,09/20/2065
2074-01-24,24/01/2074
10/13/1992,13/10/1992
05/18/1925,18/05/1925
04/10/1991,10/04/1991
1905-08-30,30/08/1905
09/03/1954,1954-09-03
2040-06-30,06/30/2040
2044-06-14,14/06/2044
2005-06-22,22/06/2005
1993-05-23,23/05/1993
01/22/1976,1976-01-22
04/29/1985,1985-04-29
1966-11-03,03/11/1966
10/11/1949,1949-10-11
08/16/1915,16/08/1915
17/06/2022,06/17/2022
05/29/1960,1960-05-29
10/31/1987,1987-10-31
28/10/1960,10/28/1960
2031-12-29,29/12/2031
1949-06-11,06/11/1949
03/03/2035,2035-03-03
05/22/2061,2061-05-22
1920-05-26,26/05/1920
18/07/2049,2049-07-18
07/07/1998,07/07/1998
05/16/2051,16/05/2051
04/09/2097,2097-09-04
08/27/2037,27/08/2037
1939-01-29,29/01/1939
23/07/2016,2016-07-23
15/05/1975,05/15/1975
1923-08-06,08/06/1923
1964-02-02,02/02/1964
21/01/1996,1996-01-21
1916-11-21,21/11/1916
2094-03-02,02/03/2094
10/12/2089,2089-10-12
11/01/1931,1931-11-01
2000-09-21,09/21/2000
10/01/1932,01/10/1932
1984-05-15,05/15/1984
08/26/1993,1993-08-26
2020-07-18,18/07/2020
1918-12-22,22/12/1918
2098-08-31,08/31/2098
06/06/2089,2089-06-06
23/01/1980,01/23/1980
11/16/2026,2026-11-16
11/24/2024,24/11/2024
2008-11-02,11/02/2008
01/08/1904,08/01/1904
03/14/2032,14/03/2032
2086-06-05,06/05/2086
11/15/2031,2031-11-15
10/05/2038,2038-05-10
05/02/2033,2033-05-02
01/03/2054,2054-01-03
2091-11-21,11/21/2091
1903-07-26,26/07/1903
1981-09-09,09/09/1981
06/11/1927,1927-06-11
2045-11-25,25/11/2045
19/05/1954,05/19/1954
29/06/1978,1978-06-29
05/29/2027,29/05/2027
06/11/2080,11/06/2080
07/08/1922,1922-08-07
16/07/1958,1958-07-16
2063-08-14,14/08/2063
1993-09-01,01/09/1993
11/08/2061,2061-08-11
01/11/2029,2029-11-01
31/08/1960,1960-08-31
1959-12-27,27/12/1959
10/21/1996,21/10/1996
02/06/2029,2029-06-02
03/14/1997,1997-03-14
1979-05-15,15/05/1979
20/03/2099,03/20/2099
11/16/2081,2081-11-16
21/09/2002,2002-09-21
07/14/1976,14/07/1976
03/30/2062,30/03/2062
1936-09-03,03/09/1936
2037-02-18,18/02/2037
18/12/1984,12/18/1984
2033-09-27,27/09/2033
26/06/2095,06/26/2095
25/09/2040,2040-09-25
11/07/2043,2043-07-11
23/08/2005,08/23/2005
2096-10-03,10/03/2096
1930-06-04,04/06/1930
09/17/2035,17/09/2035
04/09/2088,09/04/2088
08/05/1998,05/08/1998
2073-08-30,30/08/2073
02/08/2090,08/02/2090
06/13/2038,2038-06-13
1945-12-31,12/31/1945
05/07/1998,07/05/1998
2013-07-23,23/07/2013
28/04/2040,2040-04-28
04/19/1944,1944-04-19
2008-08-16,16/08/2008
17/05/1961,1961-05-17
21/11/1937,11/21/1937
1977-08-12,12/08/1977
13/04/2008,04/13/2008
11/10/2073,2073-10-11
12/02/2027,2027-12-02
1982-02-08,02/08/1982
08/22/2099,22/08/2099
31/03/2000,03/31/2000
03/01/1941,1941-03-01
22/11/2079,11/22/2079
08/06/1978,06/08/1978
02/06/2095,06/02/2095
10/21/1985,1985-10-21
09/09/1912,1912-09-09
01/21/1978,1978-01-21
1975-09-26,09/26/1975
29/04/1912,04/29/1912
2055-03-01,01/03/2055
1903-03-05,03/05/1903
18/07/2008,2008-07-18
29/03/2081,03/29/2081
10/25/2022,25/10/2022
23/11/1922,1922-11-23
27/09/1940,1940-09-27
13/10/1915,10/13/1915
13/08/1900,1900-08-13
18/11/1900,1900-11-18
2066-10-13,13/10/2066
11/03/2086,03/11/2086
1939-09-24,24/09/1939
09/12/1912,12/09/1912
2029-08-14,08/14/2029
2072-12-15,15/12/2072
12/10/2077,10/12/2077
2042-10-12,10/12/2042
03/08/2099,2099-08-03
01/03/1969,03/01/1969
05/08/2061,2061-05-08
1944-09-06,09/06/1944
12/20/2050,2050-12-20
1961-05-20,20/05/1961
1905-08-16,16/08/1905
2037-06-03,06/03/2037
1904-03-25,03/25/1904
14/02/1966,1966-02-14
2056-04-06,06/04/2056
08/16/1977,1977-08-16
10/07/1996,1996-10-07
03/02/2004,02/03/2004
15/06/1985,06/15/1985
06/02/2035,02/06/2035
1986-09-02,09/02/1986
18/06/1967,1967-06-18
1905-06-25,25/06/1905
1989-09-18,18/09/1989
2074-04-21,21/04/2074
09/10/2073,2073-10-09
12/12/2024,2024-12-12
1936-02-22,22/02/1936
2012-07-19,07/19/2012
1944-09-28,28/09/1944
06/09/2073,2073-09-06
30/11/2013,11/30/2013
2001-05-26,05/26/2001
24/06/1902,06/24/1902
2076-11-19,11/19/2076
03/12/1965,12/03/1965
10/24/2023,24/10/2023
20/03/2000,03/20/2000
05/04/2008,2008-05-04
2033-06-01,01/06/2033
10/02/2090,2090-10-02
17/05/1945,1945-05-17
08/06/2054,2054-08-06
12/08/1976,08/12/1976
1909-01-17,17/01/1909
07/22/2004,22/07/2004
1946-02-21,02/21/1946
13/04/1955,04/13/1955
10/06/2019,06/10/2019
09/04/1956,04/09/1956
07/13/1992,1992-07-13
02/02/1904,1904-02-02
27/03/1948,03/27/1948
13/08/1928,08/13/1928
23/07/1911,1911-07-23
05/01/1924,01/05/1924
05/27/1980,27/05/1980
06/11/1922,1922-06-11
09/04/1919,1919-09-04
10/12/1901,1901-10-12
12/10/1947,10/12/1947
1949-12-10,10/12/1949
2074-03-05,05/03/2074
02/04/1979,04/02/1979
2092-08-22,08/22/2092
2009-03-04,03/04/2009
23/07/2045,2045-07-23
09/10/1950,1950-09-10
1906-05-25,25/05/1906
12/24/2043,2043-12-24
2007-04-26,04/26/2007
07/15/2058,15/07/2058
11/27/2000,2000-11-27
2088-12-11,11/12/2088
03/18/2082,18/03/2082
03/02/2063,02/03/2063
08/31/2054,2054-08-31
01/12/1937,12/01/1937
20/08/1952,08/20/1952
06/11/1930,11/06/1930
10/15/2010,15/10/2010
13/11/2056,2056-11-13
1922-01-31,31/01/1922
05/10/2047,10/05/2047
10/12/1961,12/10/1961
02/24/1914,24/02/1914
1976-12-19,12/19/1976
2099-05-11,05/11/2099
17/09/2082,2082-09-17
15/09/1997,1997-09-15
04/12/1970,1970-12-04
05/10/1943,1943-10-05
27/11/2065,11/27/2065
03/07/2074,2074-07-03
2023-09-16,09/16/2023
1955-01-06,01/06/1955
2017-10-09,10/09/2017
1920-08-08,08/08/1920
2016-08-19,08/19/2016
2069-10-09,10/09/2069
1943-12-05,12/05/1943
02/06/2075,06/02/2075
15/03/2085,03/15/2085
1952-08-05,05/08/1952
17/01/1978,1978-01-17
30/08/2081,08/30/2081
26/10/1986,10/26/1986
08/03/2016,03/08/2016
30/09/2079,09/30/2079
17/03/1943,1943-03-17
10/21/2044,21/10/2044
05/20/1989,1989-05-20
2080-04-04,04/04/2080
11/12/2063,2063-12-11
11/12/2021,12/11/2021
01/03/1994,1994-03-01
16/12/1981,12/16/1981
2063-04-28,04/28/2063
2058-05-26,26/05/2058
2010-10-23,23/10/2010
1922-05-05,05/05/1922
1942-02-05,05/02/1942
25/10/2040,2040-10-25
02/18/2016,18/02/2016
16/04/1992,1992-04-16
13/02/1971,1971-02-13
1931-01-27,27/01/1931
2010-11-09,11/09/2010
07/12/1928,12/07/1928
10/13/1975,13/10/1975
12/25/1921,1921-12-25
08/29/2000,29/08/2000
2080-05-24,24/05/2080
23/10/2017,10/23/2017
04/03/1934,1934-04-03
25/03/1918,1918-03-25
1907-01-22,01/22/1907
06/29/1908,29/06/1908
28/05/1993,05/28/1993
10/11/1914,1914-11-10
06/09/2072,2072-06-09
2068-12-02,12/02/2068
05/01/2064,2064-01-05
10/06/2084,06/10/2084
02/06/2053,2053-06-02
04/24/1996,1996-04-24
31/01/2027,01/31/2027
02/06/1973,1973-06-02
09/02/1911,02/09/1911
07/07/1942,07/07/1942
08/04/2030,2030-04-08
2005-07-04,07/04/2005
01/14/2069,2069-01-14
09/09/1968,1968-09-09
1977-02-16,16/02/1977
05/31/2099,2099-05-31
2014-10-20,10/20/2014
10/06/1965,1965-10-06
17/11/1967,1967-11-17
10/29/1928,29/10/1928
1973-08-23,08/23/1973
2025-03-09,03/09/2025
05/06/1932,1932-05-06
14/11/1958,11/14/1958
1922-01-06,06/01/1922
04/03/2022,2022-04-03
09/07/2054,2054-09-07
1973-12-15,15/12/1973
2049-12-31,31/12/2049
20/12/2071,12/20/2071
1901-05-05,05/05/1901
2029-07-28,28/07/2029
1928-04-01,04/01/1928
02/08/2065,08/02/2065
05/22/1999,22/05/1999
20/04/2063,04/20/2063
1903-01-09,01/09/1903
01/14/2036,14/01/2036
1902-01-08,01/08/1902
03/10/2067,10/03/2067
14/05/2014,2014-05-14
01/26/1996,1996-01-26
1946-05-16,05/16/1946
30/08/2058,08/30/2058
02/08/2076,2076-08-02
1929-01-09,01/09/1929
1948-10-25,10/25/1948
1956-06-17,06/17/1956
1989-05-13,13/05/1989
2041-07-30,07/30/2041
08/02/2053,02/08/2053
09/06/2074,2074-09-06
25/12/1900,12/25/1900
09/06/2084,06/09/2084
22/01/1944,01/22/1944
01/14/2098,14/01/2098
1957-11-27,11/27/1957
18/07/1906,07/18/1906
2041-07-02,07/02/2041
1937-07-18,18/07/1937
05/25/2023,2023-05-25
13/10/2077,2077-10-13
01/25/2028,2028-01-25
02/26/1987,1987-02-26
25/06/2005,06/25/2005
10/11/1958,11/10/1958
13/01/2081,01/13/2081
2016-11-06,11/06/2016
1972-06-16,16/06/1972
1901-06-23,23/06/1901
2004-05-11,05/11/2004
21/06/1946,1946-06-21
1902-03-15,03/15/1902
17/11/2014,11/17/2014
07/09/1903,1903-07-09
03/01/2080,01/03/2080
05/03/1944,03/05/1944
1955-07-04,07/04/1955
07/08/2031,2031-08-07
10/02/1929,1929-10-02
2010-01-01,01/01/2010
2035-09-21,09/21/2035
12/12/2003,2003-12-12
14/10/1951,1951-10-14
29/09/1930,09/29/1930
03/08/2033,08/03/2033
1923-06-02,06/02/1923
07/19/1952,1952-07-19
10/20/2050,20/10/2050
02/19/2053,2053-02-19
1904-07-21,07/21/1904
2015-02-12,12/02/2015
2056-09-03,03/09/2056
11/09/1950,1950-09-11
02/04/2022,2022-02-04
2003-10-28,28/10/2003
10/09/2048,09/10/2048
2020-06-24,06/24/2020
2018-04-07,07/04/2018
01/17/1952,1952-01-17
14/09/2090,2090-09-14
14/08/1976,1976-08-14
09/15/1994,15/09/1994
1919-08-02,02/08/1919
1919-08-11,08/11/1919
19/12/1903,12/19/1903
27/06/1936,1936-06-27
11/25/1934,25/11/1934
03/31/1971,31/03/1971
02/13/1972,1972-02-13
08/07/2010,07/08/2010
1966-04-27,27/04/1966
2094-05-06,06/05/2094
06/21/2020,21/06/2020
09/17/1940,1940-09-17
08/01/1980,01/08/1980
07/08/1927,08/07/1927
1946-02-28,02/28/1946
12/31/1910,31/12/1910
13/10/2044,2044-10-13
19/10/2002,2002-10-19
1971-02-15,15/02/1971
03/28/1937,1937-03-28
1957-08-16,08/16/1957
1997-11-24,11/24/1997
08/06/1930,06/08/1930
2081-07-20,20/07/2081
27/12/1978,1978-12-27
07/24/2085,24/07/2085
01/15/2026,15/01/2026
08/09/1983,1983-09-08
13/01/1941,01/13/1941
1982-10-29,10/29/1982
10/09/1989,09/10/1989
1944-09-06,06/09/1944
06/24/2028,24/06/2028
29/04/1981,04/29/1981
1902-10-28,28/10/1902
07/27/2064,27/07/2064
2032-12-24,24/12/2032
12/10/2016,10/12/2016
2061-12-25,25/12/2061
13/06/2036,2036-06-13
08/22/2056,22/08/2056
2039-12-23,23/12/2039
2032-12-10,12/10/2032
20/04/1989,1989-04-20
1940-03-15,15/03/1940
24/10/2009,2009-10-24
21/11/2073,2073-11-21
29/05/1930,1930-05-29
07/30/1916,30/07/1916
06/29/1932,1932-06-29
13/02/1941,1941-02-13
03/06/1920,06/03/1920
11/08/2046,08/11/2046
1979-11-19,11/19/1979
04/09/2006,2006-09-04
22/12/1928,12/22/1928
01/04/1959,04/01/1959
15/03/2062,2062-03-15
2033-01-11,01/11/2033
2012-03-08,08/03/2012
17/06/1915,1915-06-17
06/06/2005,06/06/2005
03/11/2082,11/03/2082
08/12/2040,2040-12-08
18/08/1991,08/18/1991
2004-02-08,02/08/2004
02/14/1941,14/02/1941
2097-12-31,31/12/2097
24/03/1963,03/24/1963
11/10/2023,10/11/2023
10/03/2063,03/10/2063
2024-07-04,04/07/2024
2084-12-21,12/21/2084
2088-08-25,08/25/2088
1994-09-07,07/09/1994
28/11/1948,11/28/1948
01/08/2058,2058-08-01
02/22/2084,2084-02-22
2041-07-31,31/07/2041
03/04/1972,1972-04-03
2097-09-23,23/09/2097
08/17/1949,17/08/1949
1947-09-15,09/15/1947
09/10/2075,2075-10-09
12/22/1956,1956-12-22
11/06/1997,06/11/1997
25/08/1925,1925-08-25
10/23/1975,23/10/1975
2055-06-16,06/16/2055
10/20/2064,20/10/2064
16/11/2041,11/16/2041
1954-12-10,10/12/1954
06/25/1999,25/06/1999
02/13/2097,13/02/2097
03/14/2064,2064-03-14
2095-03-07,03/07/2095
06/08/2075,08/06/2075
1991-12-22,12/22/1991
1995-09-12,09/12/1995
11/04/2098,04/11/2098
17/06/2044,2044-06-17
03/17/2079,2079-03-17
1916-12-10,12/10/1916
2064-07-31,07/31/2064
16/01/1905,1905-01-16
1962-01-30,01/30/1962
23/03/2066,2066-03-23
20/05/1906,1906-05-20
07/15/2036,2036-07-15
08/25/1946,1946-08-25
14/05/1987,05/14/1987
07/26/2020,2020-07-26
09/23/2076,2076-09-23
1990-03-28,03/28/1990
1912-08-18,18/08/1912
1909-02-12,12/02/1909
1994-03-03,03/03/1994
01/15/2017,15/01/2017
18/08/1902,08/18/1902
01/04/2053,04/01/2053
1965-08-02,02/08/1965
07/24/2003,2003-07-24
12/30/2049,2049-12-30
05/10/2019,2019-10-05
02/08/2049,2049-08-02
2096-04-30,30/04/2096
2071-08-05,08/05/2071
09/03/1950,1950-03-09
2066-08-26,26/08/2066
2099-06-18,18/06/2099
1951-02-14,02/14/1951
1969-09-22,09/22/1969
08/31/1900,31/08/1900
13/08/2067,08/13/2067
1916-10-24,24/10/1916
08/05/2078,2078-05-08
03/28/2019,28/03/2019
1988-04-17,17/04/1988
07/04/2060,04/07/2060
1969-01-29,29/01/1969
1993-07-24,07/24/1993
2058-08-29,29/08/2058
10/04/1923,1923-10-04
05/02/1933,02/05/1933
2014-12-27,27/12/2014
02/09/2034,09/02/2034
1905-11-16,16/11/1905
30/11/1900,1900-11-30
20/04/2085,04/20/2085
2032-01-06,06/01/2032
2071-07-16,07/16/2071
2035-05-15,05/15/2035
03/01/1970,01/03/1970
14/05/2064,05/14/2064
11/05/2064,2064-05-11
1957-07-17,17/07/1957
1973-12-23,23/12/1973
1969-01-31,31/01/1969
06/22/1905,22/06/1905
02/02/1999,02/02/1999
1980-06-16,06/16/1980
2019-06-05,06/05/2019
03/11/1969,1969-03-11
03/18/2081,18/03/2081
1929-09-02,09/02/1929
2090-10-17,17/10/2090
06/02/2033,02/06/2033
07/08/1933,08/07/1933
1902-05-31,31/05/1902
25/09/2095,2095-09-25
2091-03-21,21/03/2091
11/21/1983,21/11/1983
10/07/2033,2033-07-10
10/12/2032,12/10/2032
1960-12-10,12/10/1960
12/27/2045,27/12/2045
20/01/2078,01/20/2078
22/04/2017,04/22/2017
1926-07-14,14/07/1926
12/28/2010,2010-12-28
23/04/1907,04/23/1907
1950-08-18,18/08/1950
04/26/2029,26/04/2029
1949-08-27,08/27/1949
23/03/1948,1948-03-23
1921-03-09,03/09/1921
14/06/2012,2012-06-14
2099-09-17,17/09/2099
09/26/2080,2080-09-26
1995-07-08,08/07/1995
1908-09-19,19/09/1908
09/14/1943,1943-09-14
05/08/2069,2069-05-08
01/04/2068,04/01/2068
2015-01-18,01/18/2015
04/03/2095,2095-04-03
2034-08-20,20/08/2034
28/04/2041,04/28/2041
10/21/1952,21/10/1952
08/08/2071,08/08/2071
2049-11-10,11/10/2049
04/10/1979,1979-10-04
1960-03-04,03/04/1960
06/07/1988,07/06/1988
07/06/1973,1973-06-07
11/01/1975,01/11/1975
1914-05-11,11/05/1914
18/01/2050,2050-01-18
29/11/1962,11/29/1962
03/08/2011,2011-03-08
08/15/1959,15/08/1959
11/03/2070,2070-03-11
01/10/1900,1900-10-01
07/25/1925,1925-07-25
1981-04-19,19/04/1981
1925-03-10,10/03/1925
16/01/1972,01/16/1972
1964-09-12,12/09/1964
2060-09-30,30/09/2060
11/19/2001,2001-11-19
1921-06-13,06/13/1921
02/21/2054,21/02/2054
2080-07-07,07/07/2080
13/05/1957,05/13/1957
04/08/1979,08/04/1979
2028-02-18,02/18/2028
2020-08-21,08/21/2020
03/12/1935,12/03/1935
03/28/1930,28/03/1930
06/26/1987,26/06/1987
03/30/1915,30/03/1915
26/11/1910,1910-11-26
01/23/1964,23/01/1964
01/29/1928,1928-01-29
1923-04-07,04/07/1923
2064-03-28,28/03/2064
30/12/2021,2021-12-30
1919-08-28,28/08/1919
04/26/1942,26/04/1942
1901-03-11,11/03/1901
1921-07-09,09/07/1921
02/17/1990,17/02/1990
2053-02-05,05/02/2053
1995-07-06,07/06/1995
10/01/2001,2001-10-01
2066-01-31,31/01/2066
20/10/1997,10/20/1997
1956-03-09,03/09/1956
1969-08-27,27/08/1969
10/23/1924,1924-10-23
17/10/2067,10/17/2067
1957-09-02,09/02/1957
2048-02-20,02/20/2048
01/17/1940,17/01/1940
26/08/2059,2059-08-26
19/06/2081,06/19/2081
1925-03-29,29/03/1925
1925-01-31,01/31/1925
27/03/1954,1954-03-27
1914-07-27,07/27/1914
10/21/1979,21/10/1979
18/02/2004,2004-02-18
03/30/1933,1933-03-30
02/14/1903,1903-02-14
30/12/1935,1935-12-30
1931-02-13,13/02/1931
23/11/2025,11/23/2025
28/11/1900,11/28/1900
2068-09-07,07/09/2068
07/08/2019,08/07/2019
23/02/1998,1998-02-23
27/08/2059,2059-08-27
1965-05-16,16/05/1965
10/09/2084,2084-09-10
10/19/1909,19/10/1909
2072-06-14,14/06/2072
27/07/1903,1903-07-27
22/02/1984,1984-02-22
10/12/1973,1973-10-12
16/01/2035,2035-01-16
03/09/2040,2040-03-09
04/08/1904,08/04/1904
11/06/1910,1910-06-11
1900-08-03,03/08/1900
1935-06-28,06/28/1935
11/03/2072,03/11/2072
20/05/1931,05/20/1931
29/09/1911,09/29/1911
20/02/2050,02/20/2050
30/01/2026,01/30/2026
09/01/2069,01/09/2069
03/18/1994,1994-03-18
10/26/1925,1925-10-26
23/07/2052,07/23/2052
2021-07-31,07/31/2021
01/20/2042,20/01/2042
2075-07-23,23/07/2075
03/02/2089,2089-03-02
20/05/2059,05/20/2059
02/08/2053,08/02/2053
1990-12-10,12/10/1990
05/26/1935,26/05/1935
1976-05-17,05/17/1976
16/03/1948,03/16/1948
1913-05-11,11/05/1913
13/05/2018,2018-05-13
16/05/2054,05/16/2054
1930-03-12,03/12/1930
05/01/1921,01/05/1921
11/04/2050,04/11/2050
01/04/2003,04/01/2003
2012-06-21,06/21/2012
01/04/1947,04/01/1947
11/12/1982,12/11/1982
1918-04-27,27/04/1918
01/03/2047,03/01/2047
06/03/1966,1966-03-06
30/06/1949,06/30/1949
26/01/1926,01/26/1926
1958-12-24,12/24/1958
04/04/2079,2079-04-04
03/27/2087,2087-03-27
26/03/2025,03/26/2025
2099-05-23,05/23/2099
12/31/2054,31/12/2054
11/04/1980,04/11/1980
2067-09-26,26/09/2067
15/03/1910,1910-03-15
29/10/1982,10/29/1982
23/07/1969,1969-07-23
02/09/2012,09/02/2012
2056-04-18,18/04/2056
27/07/2030,2030-07-27
04/02/2044,02/04/2044
2004-07-01,07/01/2004
1908-06-25,25/06/1908
21/05/2083,2083-05-21
07/05/1931,05/07/1931
2069-05-11,11/05/2069
20/11/1975,11/20/1975
12/01/2088,01/12/2088
01/12/1954,12/01/1954
1945-01-25,25/01/1945
03/23/1931,23/03/1931
13/06/2066,06/13/2066
2056-09-07,09/07/2056
1928-06-12,06/12/1928
11/02/2071,02/11/2071
2074-07-29,07/29/2074
1933-03-24,24/03/1933
2075-01-23,01/23/2075
04/02/1927,1927-04-02
06/02/1981,02/06/1981
03/30/2079,2079-03-30
2043-07-15,07/15/2043
1958-12-16,16/12/1958
05/05/1919,05/05/1919
03/19/2045,2045-03-19
11/03/2026,2026-11-03
01/16/2092,16/01/2092
19/06/2020,06/19/2020
08/04/1961,04/08/1961
07/28/1960,1960-07-28
15/04/2016,2016-04-15
29/05/2053,2053-05-29
29/05/2092,2092-05-29
03/24/2096,24/03/2096
1909-02-28,28/02/1909
12/14/1987,14/12/1987
2058-08-26,08/26/2058
1997-10-02,10/02/1997
25/08/2087,08/25/2087
09/19/2039,19/09/2039
21/11/2078,2078-11-21
1987-01-19,19/01/1987
13/09/1907,1907-09-13
05/23/2054,23/05/2054
2053-07-28,07/28/2053
1942-07-27,07/27/1942
10/28/2030,28/10/2030
2007-09-16,09/16/2007
09/08/1976,08/09/1976
2061-11-11,11/11/2061
05/10/2084,2084-10-05
14/05/2013,2013-05-14
1916-10-17,17/10/1916
04/07/2023,2023-04-07
07/04/2074,2074-04-07
05/05/2075,05/05/2075
27/12/2058,2058-12-27
2021-04-24,24/04/2021
2096-09-26,09/26/2096
15/08/1983,08/15/1983
08/02/2047,02/08/2047
02/24/2099,2099-02-24
1979-08-20,08/20/1979
11/11/1907,11/11/1907
07/05/2011,05/07/2011
2030-10-27,27/10/2030
01/11/1916,11/01/1916
2054-07-27,07/27/2054
1905-04-04,04/04/1905
1984-02-08,08/02/1984
23/06/2033,06/23/2033
06/14/2058,2058-06-14
02/13/2063,13/02/2063
1904-02-03,02/03/1904
2079-10-01,01/10/2079
1961-04-10,04/10/1961
2087-01-03,03/01/2087
1958-08-15,15/08/1958
20/04/1995,04/20/1995
1921-01-19,01/19/1921
10/05/1966,1966-10-05
06/15/1909,15/06/1909
05/08/2039,2039-08-05
2084-03-20,03/20/2084
14/07/2078,2078-07-14
2029-07-10,07/10/2029
09/27/1955,27/09/1955
11/22/1943,1943-11-22
02/11/2067,2067-02-11
15/08/2072,08/15/2072
09/18/2057,2057-09-18
15/07/2032,07/15/2032
06/18/1936,1936-06-18
17/01/1995,01/17/1995
06/13/1921,13/06/1921
09/16/1914,16/09/1914
12/10/2059,10/12/2059
07/17/2033,17/07/2033
2054-12-09,12/09/2054
11/23/2094,23/11/2094
1906-09-05,09/05/1906
1982-11-12,11/12/1982
08/12/2096,2096-12-08
13/04/2070,04/13/2070
28/10/2087,2087-10-28
2031-06-30,06/30/2031
2096-09-28,09/28/2096
1912-09-01,01/09/1912
1921-04-27,27/04/1921
1941-04-07,07/04/1941
07/30/2090,2090-07-30
22/06/1905,1905-06-22
04/30/1945,30/04/1945
05/23/2054,23/05/2054
1929-10-05,05/10/1929
1908-07-14,07/14/1908
05/04/2086,2086-04-05
10/18/1977,1977-10-18
2037-04-08,08/04/2037
2057-05-15,15/05/2057
1938-12-05,12/05/1938
17/04/1964,04/17/1964
06/01/1926,1926-06-01
15/03/2017,2017-03-15
19/09/2073,09/19/2073
05/03/2024,2024-05-03
1931-04-24,04/24/1931
05/10/1996,1996-10-05
14/02/1940,1940-02-14
2015-09-10,09/10/2015
08/14/1957,14/08/1957
04/19/2083,19/04/2083
2008-02-17,02/17/2008
2062-11-05,11/05/2062
1976-03-29,29/03/1976
14/10/2088,2088-10-14
2074-03-13,03/13/2074
1947-09-11,11/09/1947
12/11/1969,1969-12-11
14/03/1976,03/14/1976
06/05/2002,05/06/2002
07/30/1978,30/07/1978
06/30/1988,1988-06-30
11/09/1948,1948-11-09
06/16/2075,16/06/2075
2028-10-26,10/26/2028
02/12/1905,12/02/1905
1939-04-02,04/02/1939
11/12/1912,1912-12-11
19/05/2049,05/19/2049
2052-08-23,23/08/2052
03/12/1939,1939-12-03
1989-08-09,08/09/1989
05/25/2071,25/05/2071
11/08/1984,1984-11-08
04/02/2045,2045-02-04
06/18/1927,18/06/1927
05/17/2070,17/05/2070
2099-10-08,10/08/2099
12/01/1939,01/12/1939
26/05/1960,1960-05-26
2090-08-13,13/08/2090
14/09/2040,2040-09-14
03/06/1985,1985-03-06
01/14/2074,2074-01-14
1978-10-13,10/13/1978
06/12/2082,2082-12-06
2016-10-13,13/10/2016
10/29/2057,2057-10-29
2099-12-29,29/12/2099
08/09/1938,1938-08-09
01/07/2094,07/01/2094
18/05/2011,05/18/2011
1988-08-26,08/26/1988
12/03/1987,1987-03-12
02/16/2066,2066-02-16
05/28/2096,2096-05-28
1963-06-08,06/08/1963
04/30/2062,2062-04-30
12/23/2027,23/12/2027
24/03/2067,03/24/2067
10/23/2028,23/10/2028
20/01/1983,1983-01-20
1928-04-12,04/12/1928
19/02/1912,1912-02-19
11/04/2080,2080-04-11
08/16/1974,16/08/1974
04/16/1955,1955-04-16
05/05/1976,1976-05-05
1936-06-03,03/06/1936
08/24/1972,1972-08-24
22/04/2031,2031-04-22
10/28/2099,2099-10-28
25/02/2018,02/25/2018
20/03/1973,03/20/1973
10/12/2009,12/10/2009
12/25/1974,1974-12-25
1908-07-02,02/07/1908
07/31/1980,31/07/1980
16/09/2070,09/16/2070
2001-06-08,08/06/2001
05/17/2094,2094-05-17
2007-01-11,11/01/2007
12/06/2020,2020-06-12
2003-01-30,30/01/2003
23/12/2009,12/23/2009
16/03/2094,03/16/2094
06/17/2033,17/06/2033
1960-07-20,07/20/1960
13/07/1912,1912-07-13
07/06/2057,06/07/2057
09/12/2073,12/09/2073
2039-11-25,25/11/2039
2053-01-13,01/13/2053
15/10/1913,10/15/1913
04/09/2018,09/04/2018
2072-09-14,09/14/2072
01/21/1915,21/01/1915
01/26/2034,2034-01-26
10/14/2089,14/10/2089
1999-07-24,24/07/1999
1966-02-23,02/23/1966
06/03/2000,03/06/2000
1934-11-16,16/11/1934
2089-06-09,09/06/2089
1998-06-05,05/06/1998
1909-08-21,08/21/1909
09/05/2073,2073-09-05
2045-11-04,11/04/2045
12/26/1915,1915-12-26
2055-07-22,22/07/2055
03/16/1983,1983-03-16
2013-10-10,10/10/2013
2092-02-09,02/09/2092
07/06/2040,2040-07-06
2093-08-02,02/08/2093
1927-04-15,15/04/1927
2016-01-22,01/22/2016
1995-06-25,06/25/1995
17/12/2011,12/17/2011
01/01/1962,01/01/1962
10/31/2071,2071-10-31
24/11/1963,1963-11-24
20/10/2055,10/20/2055
22/05/1914,05/22/1914
07/03/2066,2066-07-03
07/11/2075,11/07/2075
09/10/2041,2041-09-10
2052-10-23,23/10/2052
23/07/2083,2083-07-23
2000-01-06,06/01/2000
07/02/2051,2051-07-02
2043-06-17,17/06/2043
1947-01-18,18/01/1947
12/09/2095,2095-12-09
29/12/2097,12/29/2097
12/08/2033,2033-12-08
09/09/2078,09/09/2078
1901-03-07,07/03/1901
10/11/2066,2066-11-10
04/12/1960,1960-12-04
05/08/1934,08/05/1934
12/14/2088,2088-12-14
1940-10-22,10/22/1940
11/14/2006,14/11/2006
1906-04-25,25/04/1906
04/12/1978,1978-12-04
1959-10-17,17/10/1959
09/30/1928,1928-09-30
18/05/2019,2019-05-18
05/31/1942,31/05/1942
1905-01-04,01/04/1905
18/04/1908,1908-04-18
12/16/2073,2073-12-16
11/15/2024,15/11/2024
27/09/2046,09/27/2046
2047-09-18,18/09/2047
